Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
4.22,15767.44,1,45,1,1,0,1,0,1,1,1,1,1,1,5
0.36,466.33,1,49,0,1,0,0,0,0,0,1,0,0,0,8
3.67,2266.9,1,49,0,1,0,0,0,0,1,1,0,0,0,7
2.08,488.55,1,61,1,1,1,0,1,0,0,1,0,0,0,15
1.66,632.22,1,64,1,1,1,0,0,0,1,1,0,0,0,14
0.19,13.17,1,63,0,1,0,0,0,0,1,1,0,0,0,12
0.08,11.71,1,65,1,1,0,0,1,0,0,1,0,0,0,7
0.9,99.08,1,55,1,1,1,0,0,1,1,1,0,1,1,8
2.88,177.23,1,58,1,1,1,0,1,1,0,1,0,1,1,8
0.73,1372.66,1,48,1,1,0,0,0,0,1,1,0,0,0,16
3.78,6908.43,1,49,1,1,0,1,0,0,0,1,1,0,0,9
1.33,302.28,1,53,1,1,1,0,0,0,1,1,0,0,0,16
1.4,4076.1,1,50,0,1,0,0,0,0,1,1,0,0,0,7
0.39,3692.24,1,47,1,1,0,1,0,1,1,1,1,1,1,6
0.78,10.58,1,58,1,1,1,0,0,0,0,1,0,0,0,16
1.94,271.63,1,57,1,1,0,0,1,0,0,1,0,0,0,13
0.18,41.71,1,46,1,1,1,0,1,1,1,1,0,1,1,5
1.1,2262.96,1,50,1,1,0,1,0,0,1,1,1,0,0,13
33.4,12220.47,1,61,1,1,0,1,0,0,1,1,1,0,0,14
0.76,25000,0,55,1,0,1,0,0,1,0,0,0,1,1,3
3.65,6212.06,1,54,1,1,1,0,0,1,1,1,0,1,1,10
3.5,9882.74,1,25,1,1,1,1,0,1,1,1,1,1,1,8
1.31,223.53,1,28,1,1,0,0,0,0,0,1,0,0,0,9
12.59,2956.58,1,27,0,1,0,0,1,0,0,1,0,0,0,8
1,1440.67,1,29,0,1,1,0,0,0,1,1,0,0,0,6
2.25,4941.32,1,30,1,1,0,0,0,0,1,1,0,0,0,9
0.75,10.35,1,42,0,1,0,0,0,0,0,1,0,0,0,6
0.4,6.91,1,42,1,1,0,0,0,0,1,1,0,0,0,6
5.29,1436.65,1,45,0,1,1,0,0,0,0,1,0,0,0,16
2.24,894.7,1,42,1,1,0,0,1,1,0,1,0,1,1,5
0.36,87.67,1,49,0,1,0,0,0,0,0,1,0,0,0,5
0.44,9.92,1,59,0,1,0,0,0,0,0,1,0,0,0,5
0.11,17.54,1,49,0,1,0,0,0,0,0,1,0,0,0,8
2.28,943.28,1,60,1,1,1,0,1,1,1,1,0,1,1,11
0.36,211.89,1,65,1,1,1,0,0,0,1,1,0,0,0,14
0.33,2014.14,1,58,1,1,0,0,0,1,1,1,0,1,1,10
4.75,976.85,1,46,1,1,1,0,0,1,1,1,0,1,1,8
1.2,1932.59,1,51,1,1,1,0,1,0,0,1,0,0,0,7
0.62,36.62,1,65,1,1,0,0,0,0,0,1,0,0,0,8
0.1,9.11,1,46,1,1,0,0,0,0,1,1,0,0,0,7
6.94,1685.82,1,53,1,1,1,0,0,0,0,1,0,0,0,2
4.31,1376.88,1,59,1,1,1,1,0,0,0,1,1,0,0,10
1.6,6631,1,58,1,1,0,1,0,1,1,1,1,1,1,4
0.3,18.89,1,47,1,1,0,0,1,0,0,1,0,0,0,12
7.15,2534.17,1,53,1,1,0,0,1,0,1,1,0,0,0,14
0.89,26.35,1,46,1,1,0,0,0,0,0,1,0,0,0,3
1.01,20.48,1,72,0,1,0,0,0,0,1,1,0,0,0,10
0.15,11.01,1,73,0,1,0,0,0,0,1,1,0,0,0,8
0.05,20.93,1,25,1,1,0,0,0,0,0,1,0,0,0,9
0.33,24.22,1,28,0,1,0,0,0,0,1,1,0,0,0,6
10.73,4132.69,1,30,0,1,0,0,0,0,0,1,0,0,0,7
0.2,34.27,1,35,0,1,0,0,0,0,0,1,0,0,0,10
0.89,2330.09,1,33,0,1,0,0,0,0,0,1,0,0,0,8
5.19,2318,1,27,0,1,0,0,0,0,0,1,0,0,0,9
7.12,4857.11,1,30,1,1,0,0,0,1,1,1,0,1,1,10
4.43,1041.75,1,27,1,1,0,0,0,0,1,1,0,0,0,5
1.03,5763.84,1,29,1,1,0,1,1,0,0,1,1,0,0,9
1.86,964.03,1,26,1,1,0,0,0,0,0,1,0,0,0,7
0.39,146.06,1,35,1,1,0,0,0,0,0,1,0,0,0,13
1.77,2674.79,1,31,1,1,0,0,0,0,0,1,0,0,0,12
10.67,3316.99,1,30,0,1,0,0,1,1,1,1,0,1,1,9
0.37,212.53,1,33,1,1,0,0,0,0,0,1,0,0,0,13
0.22,20.52,1,29,1,1,0,0,0,0,1,1,0,0,0,8
0.73,26.41,1,32,1,1,0,0,0,0,0,1,0,0,0,13
2.91,384.77,1,34,1,1,0,0,1,0,1,1,0,0,0,6
2.23,1386.74,1,30,1,1,0,0,0,0,1,1,0,0,0,5
0.36,12.09,1,29,1,1,0,0,0,0,0,1,0,0,0,0
2.24,1125.08,1,34,1,1,0,1,0,0,1,1,1,0,0,2
2.97,624.46,1,45,0,1,0,0,0,0,1,1,0,0,0,8
4.23,400.91,1,36,0,1,0,0,0,0,0,1,0,0,0,10
0.92,1560.98,1,45,0,1,0,0,0,0,0,1,0,0,0,7
2.79,394.27,1,37,0,1,0,0,0,0,1,1,0,0,0,6
0.28,70.33,1,43,0,1,0,0,0,0,0,1,0,0,0,7
2.84,796.63,1,37,0,1,0,0,0,0,0,1,0,0,0,10
3.76,2418.25,1,42,0,1,0,0,0,0,1,1,0,0,0,7
2.35,926.32,1,43,0,1,0,0,0,0,0,1,0,0,0,8
0.5,15.33,1,45,0,1,0,0,0,0,0,1,0,0,0,7
0.14,7.94,1,41,0,1,0,0,0,0,0,1,0,0,0,8
4.65,5806.95,1,38,1,1,0,1,0,0,1,1,1,0,0,14
2.04,1040.85,1,38,1,1,0,0,0,0,1,1,0,0,0,9
6.76,8161.09,1,40,1,1,0,1,1,0,0,1,1,0,0,10
1.09,104.33,1,43,1,1,0,0,0,0,1,1,0,0,0,11
0.35,6.29,1,45,1,1,0,0,1,0,0,1,0,0,0,15
2.02,1664.3,1,42,1,1,1,0,1,0,1,1,0,0,0,12
0.93,415.48,1,36,1,1,0,0,0,1,1,1,0,1,1,6
2.23,1648.53,1,39,1,1,1,0,0,0,1,1,0,0,0,12
0.64,34.99,1,40,1,1,0,0,1,0,1,1,0,0,0,5
1.72,1430,1,36,1,1,0,0,1,0,0,1,0,0,0,16
2.92,691.77,1,44,1,1,1,0,1,0,0,1,0,0,0,7
0.42,9.52,1,41,1,1,0,0,0,0,0,1,0,0,0,8
0.66,11.16,1,36,0,1,1,0,0,0,0,1,0,0,0,8
1.42,268.54,1,41,0,1,0,0,0,0,0,1,0,0,0,6
0.14,9.34,1,43,1,1,1,0,0,0,0,1,0,0,0,14
0.66,158.79,1,41,1,1,1,0,0,1,1,1,0,1,1,8
3.42,1406.01,1,42,1,1,0,0,1,0,1,1,0,0,0,14
2.23,1306.44,1,43,1,1,0,0,1,0,1,1,0,0,0,16
0.9,245.12,1,45,1,1,0,0,0,1,1,1,0,1,1,15
1.43,120.4,1,37,1,1,1,0,0,0,1,1,0,0,0,15
1.13,640.25,1,41,1,1,0,0,0,0,0,1,0,0,0,10
2.69,616.42,1,38,1,1,1,0,1,0,1,1,0,0,0,9
38.86,4980.2,1,41,1,1,0,0,0,0,1,1,0,0,0,14
1.81,3650,1,43,1,1,1,0,0,0,0,1,0,0,0,11
0.81,92.28,1,38,1,1,0,0,0,0,1,1,0,0,0,11
0.2,3.55,1,41,1,1,0,0,0,0,0,1,0,0,0,13
27.02,2265.16,1,41,0,1,0,0,0,1,0,1,0,1,1,6
0.91,12.5,1,59,0,1,0,0,0,0,1,1,0,0,0,8
0.2,6.03,1,58,0,1,0,0,0,0,0,1,0,0,0,7
0.04,8.07,1,58,0,1,0,0,0,0,0,1,0,0,0,8
5.86,1168.12,1,52,0,1,0,0,0,0,1,1,0,0,0,7
0.11,7.27,1,65,0,1,0,0,0,0,1,1,0,0,0,10
1.3,12.16,1,64,0,1,0,0,0,0,1,1,0,0,0,2
0.61,15.12,1,50,0,1,0,0,0,0,0,1,0,0,0,7
1.13,350.56,1,60,0,1,0,0,0,0,0,1,0,0,0,9
0.65,255.93,1,47,1,1,0,0,0,1,0,1,0,1,1,15
0.13,18.44,1,64,0,1,0,0,0,0,0,1,0,0,0,9
1.86,760.71,1,48,0,1,0,0,0,0,1,1,0,0,0,8
0.51,44.94,1,62,0,1,0,0,0,0,1,1,0,0,0,6
1.09,26.42,1,60,0,1,0,0,0,0,1,1,0,0,0,6
8.47,676.16,1,59,0,1,0,0,0,0,0,1,0,0,0,9
5.57,2128.66,1,50,0,1,0,0,0,0,1,1,0,0,0,6
0.28,15.2,1,64,0,1,0,0,0,0,0,1,0,0,0,8
0.32,30.89,1,55,0,1,0,0,0,0,0,1,0,0,0,8
2.45,497.3,1,51,0,1,0,0,0,0,0,1,0,0,0,8
2.31,47797.59,0,60,1,0,1,0,1,1,1,1,0,1,1,7
1.84,354.22,1,51,1,1,0,0,0,1,1,1,0,1,1,13
0.45,1060.23,1,52,1,1,0,0,0,1,1,1,0,1,1,14
0.16,13.87,1,65,1,1,1,0,0,0,0,1,0,0,0,8
0.17,10.02,1,64,0,1,1,0,0,0,1,1,0,0,0,4
1.85,3790.75,1,60,1,1,0,0,0,1,1,1,0,1,1,11
13.87,3092.09,1,56,1,1,1,0,0,0,1,1,0,0,0,16
4.11,3888.02,1,51,1,1,0,0,0,0,1,1,0,0,0,9
7.58,8393.99,1,64,1,1,0,1,0,1,1,1,1,1,1,6
2.46,1198.18,1,63,0,1,0,0,1,0,1,1,0,0,0,15
2.25,188.51,1,47,1,1,1,0,1,0,0,1,0,0,0,5
0.25,12.77,1,60,1,1,0,0,0,0,1,1,0,0,0,15
1.06,296.45,1,56,1,1,0,0,0,0,0,1,0,0,0,11
0.98,9911.77,1,46,1,1,1,1,0,1,0,1,1,1,1,9
1.3,1702,1,49,1,1,0,0,0,0,1,1,0,0,0,6
0.16,12.98,1,52,1,1,0,0,1,0,1,1,0,0,0,10
0.87,320.61,1,47,1,1,0,0,0,1,0,1,0,1,1,11
0.32,154.85,1,47,1,1,0,0,0,0,0,1,0,0,0,12
0.27,8.83,1,56,0,1,0,0,1,0,0,1,0,0,0,8
5.07,3298.92,1,54,1,1,1,0,1,0,0,1,0,0,0,6
3.68,3767.91,1,50,1,1,0,0,0,1,1,1,0,1,1,12
1.11,696.95,1,48,0,1,1,0,0,0,1,1,0,0,0,12
0.2,90.6,1,48,0,1,1,0,0,1,1,1,0,1,1,9
2.56,2738.18,1,54,1,1,0,0,0,0,0,1,0,0,0,7
0.25,305.55,1,49,1,1,1,0,0,1,0,1,0,1,1,17
0.7,11.41,1,56,1,1,1,0,0,0,1,1,0,0,0,7
2.85,330.54,1,47,1,1,0,0,0,0,0,1,0,0,0,14
0.07,4.85,1,54,1,1,1,0,1,0,0,1,0,0,0,13
0.58,12.09,1,48,0,1,0,0,0,0,1,1,0,0,0,9
0.58,5731.82,1,62,1,1,0,1,0,0,1,1,1,0,0,6
4.35,3256.8,1,50,0,1,0,0,0,0,1,1,0,0,0,7
27.95,4011.1,1,53,1,1,0,0,0,0,1,1,0,0,0,9
2.42,1006.96,1,50,1,1,0,0,0,0,1,1,0,0,0,4
5.25,4245.04,1,47,1,1,1,1,0,1,1,1,1,1,1,5
0.39,15.54,1,55,1,1,0,0,0,0,1,1,0,0,0,15
0.18,38.08,1,60,1,1,0,0,0,1,1,1,0,1,1,13
6.79,1165.84,1,57,1,1,0,0,0,0,1,1,0,0,0,9
0.48,131.83,1,52,1,1,0,0,0,0,1,1,0,0,0,12
2.26,526.73,1,60,1,1,1,0,0,0,0,1,0,0,0,9
3.42,1380.7,1,64,1,1,0,0,1,0,0,1,0,0,0,10
1.25,2534.09,1,63,1,1,0,0,1,0,1,1,0,0,0,13
6.37,954.52,1,49,1,1,0,0,1,0,0,1,0,0,0,13
0.38,26.08,1,57,1,1,0,0,0,0,0,1,0,0,0,14
1.04,695.57,1,63,1,1,1,0,0,1,0,1,0,1,1,15
1.85,900.49,1,46,1,1,0,0,0,0,1,1,0,0,0,7
6.76,570.69,1,59,1,1,0,0,1,0,0,1,0,0,0,6
3.29,8825.75,1,53,1,1,1,1,1,1,1,1,1,1,1,8
0.83,306.37,1,46,1,1,0,0,1,0,1,1,0,0,0,14
29.77,10007.14,1,51,1,1,0,1,1,0,1,1,1,0,0,9
8.9,1595.7,1,58,1,1,0,0,0,1,1,1,0,1,1,15
5.63,650.21,1,58,1,1,0,0,0,0,1,1,0,0,0,13
4.76,2796.77,1,56,1,1,0,0,0,0,0,1,0,0,0,5
2.44,6025.32,1,46,1,1,1,1,0,0,1,1,1,0,0,9
0.49,1137.68,1,50,1,1,0,1,1,0,1,1,1,0,0,8
21.21,2648.15,1,48,1,1,0,0,0,0,0,1,0,0,0,5
0.64,1005.55,1,57,1,1,1,0,0,1,0,1,0,1,1,16
0.5,360.46,1,49,1,1,0,0,0,1,0,1,0,1,1,8
2.34,610.36,1,52,1,1,0,0,0,0,0,1,0,0,0,15
3.12,8019.79,1,47,1,1,1,1,0,1,1,1,1,1,1,9
4.28,1616.37,1,61,1,1,1,0,0,1,0,1,0,1,1,14
0.71,10.54,1,67,0,1,0,0,0,0,1,1,0,0,0,8
3.74,482.69,1,24,1,1,0,0,0,0,0,1,0,0,0,6
0.75,9.89,1,29,0,1,0,0,0,0,0,1,0,0,0,4
0.39,26.05,1,33,0,1,0,0,0,0,0,1,0,0,0,6
1.27,1396.95,1,31,0,1,0,0,0,0,0,1,0,0,0,8
3.19,5546,1,35,0,1,0,0,0,0,0,1,0,0,0,8
4.06,602.86,1,35,0,1,0,0,0,0,0,1,0,0,0,9
0.73,7.68,1,35,0,1,0,0,0,0,1,1,0,0,0,9
1.82,420.99,1,34,0,1,0,0,0,0,1,1,0,0,0,8
2.94,402.14,1,34,1,1,0,0,0,0,0,1,0,0,0,6
9.66,2182.33,1,34,0,1,0,0,0,0,1,1,0,0,0,8
1.48,24.01,1,35,0,1,0,0,0,0,0,1,0,0,0,9
0.71,502.85,1,32,0,1,0,0,0,0,1,1,0,0,0,9
6.45,6379.39,1,28,0,1,0,0,0,1,1,1,0,1,1,2
0.9,1818.93,1,31,1,1,0,1,1,1,1,1,1,1,1,8
2.2,1900,1,30,1,1,0,0,1,0,1,1,0,0,0,4
2.25,2316.89,1,30,1,1,0,1,0,0,1,1,1,0,0,8
1.92,1336.64,1,31,1,1,0,0,0,1,1,1,0,1,1,10
4.95,1483.3,1,30,1,1,1,0,0,1,1,1,0,1,1,7
1.06,206.56,1,26,1,1,0,0,0,0,0,1,0,0,0,9
1.94,568.13,1,31,1,1,1,0,0,1,1,1,0,1,1,7
0.37,127.69,1,35,1,1,1,0,1,0,1,1,0,0,0,4
7.28,2911.54,1,32,1,1,1,0,1,1,1,1,0,1,1,10
2.25,1318.98,1,28,1,1,0,0,1,1,0,1,0,1,1,8
0.78,109.1,1,28,1,1,1,0,0,0,0,1,0,0,0,7
0.23,11.68,1,33,1,1,0,0,0,0,0,1,0,0,0,15
0.2,26.44,1,28,1,1,0,0,0,0,0,1,0,0,0,7
0.77,432.14,1,28,1,1,0,0,0,0,1,1,0,0,0,16
8.09,1238.39,1,33,1,1,0,0,0,0,0,1,0,0,0,6
0.26,11.32,1,33,1,1,0,0,0,0,1,1,0,0,0,0
0.07,11.06,1,33,1,1,1,0,0,0,0,1,0,0,0,2
0.13,12.4,1,27,1,1,0,0,1,0,0,1,0,0,0,9
0.68,90.15,1,35,1,1,0,0,1,0,1,1,0,0,0,10
1.01,3192,1,33,1,1,0,0,1,0,0,1,0,0,0,13
1.04,338.72,1,34,1,1,1,0,1,1,1,1,0,1,1,15
0.67,834,1,30,1,1,1,0,1,0,0,1,0,0,0,10
0.94,147.08,1,32,0,1,0,0,1,0,1,1,0,0,0,13
3.1,1796.79,1,28,1,1,1,0,0,0,0,1,0,0,0,7
1.12,819.46,1,31,1,1,0,1,0,0,0,1,1,0,0,12
3.74,924.05,1,27,1,1,1,0,0,0,1,1,0,0,0,8
3.95,6902.85,1,29,1,1,1,1,0,1,1,1,1,1,1,6
1.01,899.02,1,28,1,1,0,0,0,0,0,1,0,0,0,10
1.4,365.03,1,35,1,1,1,0,0,1,0,1,0,1,1,14
1.5,16.52,1,42,0,1,0,0,0,0,1,1,0,0,0,3
3.66,997.3,1,45,0,1,0,0,0,1,1,1,0,1,1,8
0.24,7.9,1,37,0,1,0,0,0,0,1,1,0,0,0,5
0.15,47.69,1,39,0,1,0,0,0,0,1,1,0,0,0,2
1.33,1080.96,1,36,0,1,0,0,0,0,0,1,0,0,0,2
0.14,8.07,1,45,0,1,0,0,0,0,1,1,0,0,0,8
3.17,108.85,1,40,0,1,0,0,0,0,1,1,0,0,0,8
0.38,56.18,1,42,0,1,0,0,0,0,0,1,0,0,0,5
0.62,6.99,1,45,0,1,0,0,0,0,1,1,0,0,0,6
0.43,8.75,1,45,1,1,0,0,1,0,0,1,0,0,0,6
1.44,7334.54,1,36,1,1,0,1,1,1,1,1,1,1,1,8
9.43,2392.09,1,39,1,1,0,0,1,0,0,1,0,0,0,10
2.75,858.35,1,36,1,1,1,0,0,0,1,1,0,0,0,2
4.37,2671.77,1,40,1,1,0,0,1,1,0,1,0,1,1,14
0.95,10.42,1,42,1,1,0,0,1,0,1,1,0,0,0,3
7.45,5105.42,1,43,1,1,0,0,1,0,0,1,0,0,0,12
2.94,3592.84,1,40,1,1,0,0,1,0,0,1,0,0,0,4
4.8,4430.4,1,39,1,1,1,0,0,1,1,1,0,1,1,6
3.83,376.84,1,45,1,1,1,0,0,0,1,1,0,0,0,1
0.18,16.61,1,43,1,1,0,0,0,0,1,1,0,0,0,8
1.28,496.15,1,42,1,1,1,0,0,0,0,1,0,0,0,8
2.62,776.9,1,37,1,1,0,0,0,0,1,1,0,0,0,15
1.23,1098.85,1,39,1,1,0,0,0,0,1,1,0,0,0,5
1.31,3808.36,1,38,1,1,0,0,0,0,1,1,0,0,0,9
0.9,234.66,1,37,1,1,0,0,0,1,0,1,0,1,1,10
4.71,5548.29,1,39,1,1,0,1,0,0,1,1,1,0,0,7
3.65,1818.51,1,40,1,1,1,1,0,0,1,1,1,0,0,13
0.93,1619.65,1,40,1,1,0,0,0,1,0,1,0,1,1,8
0.15,17.43,1,45,1,1,1,0,0,0,1,1,0,0,0,3
0.38,55.94,1,41,1,1,0,0,0,1,0,1,0,1,1,13
2.43,342.61,1,42,1,1,0,0,0,0,0,1,0,0,0,7
4.39,250.29,1,44,1,1,1,0,1,0,0,1,0,0,0,8
0.23,5.52,1,36,1,1,0,0,0,0,0,1,0,0,0,14
1.97,416.99,1,37,1,1,0,0,0,0,1,1,0,0,0,6
1.58,1014.06,1,45,1,1,1,0,0,0,1,1,0,0,0,14
0.42,146.83,1,44,1,1,0,0,0,0,0,1,0,0,0,8
5.16,1089.21,1,43,1,1,1,0,1,1,1,1,0,1,1,6
0.07,11.87,1,38,1,1,0,0,1,0,0,1,0,0,0,14
2.46,108.92,1,43,1,1,0,0,0,0,1,1,0,0,0,7
0.15,10.56,1,38,1,1,0,0,0,0,1,1,0,0,0,16
1.73,5728.96,1,40,1,1,0,1,0,1,1,1,1,1,1,9
3.33,5526,1,52,0,1,0,0,0,0,1,1,0,0,0,7
8.11,624.03,1,55,0,1,0,0,0,0,0,1,0,0,0,4
0.3,9.69,1,59,1,1,0,0,0,0,1,1,0,0,0,12
0.58,18.49,1,50,0,1,0,0,0,0,0,1,0,0,0,0
1,192.13,1,54,0,1,0,0,0,0,0,1,0,0,0,2
0.51,18.15,1,49,0,1,0,0,0,0,1,1,0,0,0,6
5.91,8419.3,1,52,0,1,0,0,0,0,0,1,0,0,0,6
0.11,6.77,1,52,0,1,0,0,0,0,0,1,0,0,0,6
0.2,11.91,1,50,0,1,0,0,0,0,0,1,0,0,0,14
9.02,5324.87,1,49,0,1,0,0,0,0,0,1,0,0,0,8
0.9,40.13,1,55,0,1,0,0,0,0,0,1,0,0,0,13
2.28,296.16,1,63,0,1,0,0,0,0,0,1,0,0,0,7
0.34,606.84,1,54,0,1,0,0,0,0,0,1,0,0,0,7
6.06,3086.91,1,57,0,1,0,0,0,0,0,1,0,0,0,9
1.36,60.55,1,58,0,1,0,0,0,0,0,1,0,0,0,7
0.26,9.69,1,63,0,1,0,0,0,0,1,1,0,0,0,8
0.27,13,1,54,0,1,0,0,0,0,1,1,0,0,0,6
3.32,220.28,1,65,0,1,0,0,0,0,0,1,0,0,0,8
0.29,7.51,1,65,0,1,0,0,0,0,0,1,0,0,0,6
1.58,374.47,1,49,0,1,0,0,0,0,0,1,0,0,0,7
0.38,12.82,1,46,1,1,0,0,1,0,0,1,0,0,0,9
0.31,12.86,1,47,1,1,0,0,1,0,1,1,0,0,0,12
1.53,574.75,1,60,1,1,0,0,1,0,0,1,0,0,0,16
0.17,7.55,1,63,1,1,1,0,1,0,0,1,0,0,0,14
0.52,12.33,1,53,1,1,0,0,0,0,0,1,0,0,0,9
1.78,1039.52,1,54,0,1,1,0,0,0,1,1,0,0,0,16
0.24,11.92,1,51,1,1,0,0,0,0,1,1,0,0,0,6
0.51,11.13,1,56,1,1,1,0,0,0,0,1,0,0,0,9
8.93,1754.49,1,55,1,1,1,0,0,1,1,1,0,1,1,2
5.27,2052.64,1,63,1,1,1,0,0,1,1,1,0,1,1,14
0.49,1068.68,1,48,1,1,1,0,1,0,0,1,0,0,0,3
4.35,1712.41,1,51,1,1,0,0,0,1,1,1,0,1,1,10
1.3,1113.47,1,46,1,1,1,1,0,0,1,1,1,0,0,5
0.38,10.64,1,60,1,1,0,0,0,0,0,1,0,0,0,14
2.91,2801.67,1,60,1,1,1,0,1,0,1,1,0,0,0,11
0.35,20.21,1,57,1,1,0,0,1,0,1,1,0,0,0,13
2.71,2248.3,1,56,1,1,1,0,1,0,0,1,0,0,0,12
7.39,19469.92,1,52,1,1,1,0,1,1,0,1,0,1,1,15
0.3,13.96,1,46,1,1,1,0,0,0,1,1,0,0,0,8
0.33,12.14,1,55,1,1,0,0,0,0,1,1,0,0,0,16
0.36,46.57,1,60,1,1,1,0,0,1,1,1,0,1,1,9
0.32,91.39,1,64,0,1,0,0,0,0,1,1,0,0,0,16
0.2,22.52,1,48,1,1,1,0,1,0,1,1,0,0,0,16
6.53,37234,0,47,1,0,1,0,1,1,1,1,0,1,1,12
0.5,10.31,1,54,1,1,0,0,0,0,0,1,0,0,0,6
1.04,2208.88,1,54,0,1,0,0,1,0,1,1,0,0,0,7
0.24,1.47,1,50,1,1,0,0,1,0,1,1,0,0,0,14
0.19,11.97,1,57,1,1,0,0,0,0,1,1,0,0,0,7
0.45,19.13,1,48,1,1,0,0,0,0,0,1,0,0,0,3
1.61,458.44,1,47,1,1,0,0,1,0,0,1,0,0,0,12
0.1,13.16,1,60,1,1,1,0,1,0,0,1,0,0,0,6
1.06,90.3,1,62,1,1,0,0,1,0,0,1,0,0,0,9
1.42,1504.42,1,54,1,1,0,0,1,0,0,1,0,0,0,0
2.26,3208.58,1,47,1,1,0,0,1,1,0,1,0,1,1,11
0.34,5.01,1,60,1,1,1,0,0,0,0,1,0,0,0,13
0.98,200.83,1,55,0,1,1,0,0,0,0,1,0,0,0,2
0.18,9.14,1,49,1,1,0,0,0,0,0,1,0,0,0,10
0.35,30.61,1,47,1,1,0,0,0,1,1,1,0,1,1,4
5.15,6141.6,1,53,1,1,1,1,0,0,1,1,1,0,0,14
0.58,577.77,1,61,1,1,0,0,0,0,1,1,0,0,0,16
1.83,171,1,51,1,1,1,0,0,0,1,1,0,0,0,14
0.41,29.16,1,48,1,1,0,0,0,0,1,1,0,0,0,1
3.3,347.15,1,54,1,1,1,0,0,1,1,1,0,1,1,12
8.02,1470.85,1,60,1,1,0,0,0,0,1,1,0,0,0,10
0.28,10.35,1,65,1,1,0,0,0,0,0,1,0,0,0,16
1.04,3206.98,1,48,1,1,0,0,1,0,0,1,0,0,0,13
1.81,284.41,1,55,1,1,0,0,0,0,0,1,0,0,0,8
1.12,17663,0,48,1,0,0,1,1,1,0,1,1,1,1,8
0.24,30.12,1,63,1,1,1,0,1,1,0,1,0,1,1,13
1.56,120.47,1,61,1,1,1,0,0,0,0,1,0,0,0,5
0.13,6.98,1,53,1,1,0,0,0,0,0,1,0,0,0,16
0.9,10.17,1,58,1,1,0,0,0,0,0,1,0,0,0,4
1.73,2671.15,1,49,1,1,0,1,0,0,0,1,1,0,0,6
1.26,494.87,1,51,1,1,0,0,1,0,0,1,0,0,0,10
2.52,1505.3,1,62,1,1,1,0,1,1,0,1,0,1,1,9
3.7,410.47,1,60,1,1,1,0,0,0,1,1,0,0,0,14
1.46,414.96,1,50,1,1,1,0,1,1,0,1,0,1,1,15
2.15,320.68,1,48,1,1,0,0,1,0,0,1,0,0,0,16
0.95,15.71,1,54,1,1,1,0,0,0,0,1,0,0,0,12
1.25,820.24,1,50,1,1,0,0,0,0,1,1,0,0,0,6
17.36,3086.78,1,49,1,1,0,0,0,1,1,1,0,1,1,7
1.53,2104.22,1,47,1,1,0,0,0,1,1,1,0,1,1,11
0.6,22.21,1,46,1,1,0,0,0,1,1,1,0,1,1,8
0.13,47.29,1,59,1,1,0,0,1,1,1,1,0,1,1,8
0.19,11,1,51,1,1,1,0,1,0,0,1,0,0,0,6
0.12,26,1,60,1,1,0,0,1,0,0,1,0,0,0,8
0.11,4.18,1,47,1,1,0,0,0,0,1,1,0,0,0,11
0.31,306.12,1,58,1,1,0,0,0,0,0,1,0,0,0,14
1.1,106.15,1,49,1,1,1,0,0,1,0,1,0,1,1,6
4.55,3902.61,1,60,1,1,0,0,0,1,1,1,0,1,1,13
1.07,38.49,1,55,1,1,0,0,0,1,0,1,0,1,1,16
2.94,1617.58,1,49,1,1,0,0,0,0,0,1,0,0,0,10
4.84,4854.01,1,51,1,1,1,1,0,0,0,1,1,0,0,3
0.15,12.27,1,55,1,1,0,0,0,0,0,1,0,0,0,15
0.19,4.37,1,56,1,1,0,0,0,0,0,1,0,0,0,8
0.32,27,1,66,0,1,0,0,0,0,0,1,0,0,0,9
0.27,9.62,1,66,1,1,1,0,0,0,0,1,0,0,0,9
0.6,11.26,1,67,1,1,0,0,1,0,0,1,0,0,0,9
2.76,6180.2,1,24,1,1,1,1,0,0,1,1,1,0,0,6
2.11,398.95,1,35,0,1,0,0,0,0,1,1,0,0,0,4
3.92,1064.81,1,31,0,1,0,0,0,0,1,1,0,0,0,9
0.64,18.34,1,35,0,1,0,0,0,0,0,1,0,0,0,8
0.96,896.37,1,34,0,1,0,0,0,0,1,1,0,0,0,7
9.8,4992.12,1,33,0,1,0,0,0,0,1,1,0,0,0,5
5.16,222.07,1,30,0,1,0,0,0,0,0,1,0,0,0,2
1.75,1054.2,1,33,1,1,0,0,0,0,1,1,0,0,0,16
3.68,8112.93,1,33,1,1,0,1,0,0,0,1,1,0,0,12
0.8,636.69,1,29,1,1,0,0,1,0,1,1,0,0,0,3
0.38,915.57,1,30,1,1,1,1,1,1,1,1,1,1,1,10
1.23,2910,1,28,1,1,1,1,0,1,1,1,1,1,1,7
3.21,6266.39,1,29,1,1,1,0,0,1,1,1,0,1,1,7
0.36,7232.49,1,27,1,1,1,1,0,0,0,1,1,0,0,7
3.51,1064.35,1,35,0,1,0,0,0,0,0,1,0,0,0,8
6.07,3643.18,1,29,1,1,1,0,0,1,1,1,0,1,1,10
2.56,654.97,1,33,1,1,0,0,0,0,0,1,0,0,0,4
8.77,15179.26,1,34,1,1,0,1,0,1,1,1,1,1,1,9
0.69,174.05,1,34,1,1,0,0,0,0,0,1,0,0,0,5
